text,language,split
"Chevènement porte plainte pour l'entartage dont il a été victime ; le Tribunal correctionnel de Paris condamne Noël Godin à une amende de 800 euros. Ce dernier interjette appel de la décision mais la cour d'appel confirme le verdict. Comme le verdict fera jurisprudence en France Godin décide de former un pourvoi en cassation. La chambre criminelle de la Cour de cassation confirme le verdict et condamne Godin à payer 1 euro symbolique à Chevènement et 2 500 euros au Trésor public. Au total, Godin doit débourser 8 373 euros en frais divers. Comme il n'a pas un sou, lui et sa femme organisent une soirée bénéfice à la discothèque bruxelloise Le Dirty Dancing ; cela leur permettra d'acquitter la somme due.",fra,train
Una adaptación a manga con arte de Pochi Edoya fue serializada en la revista Monthly Comp Ace de Kadokawa Shoten entre el 26 de septiembre de 2014[17]​ y el 26 de octubre de 2015.,spa,train
"Se trata de un palacio renacentista construido en el siglo XVI situado en la localidad de Ligüerre de Cinca, perteneciente al municipio de Abizanda, en la comarca de Sobrarbe, provincia de Huesca, Aragón, España.",spa,train
"The SLA was formed through contacts made by a study group, coordinated by a University of California, Berkeley, professor. Its purpose was the tutelage of black inmates, and over time the ethos became increasingly radicalized. Eventually, black convicts were viewed as heroic political prisoners, victimised by a racist American society.",eng,train
"On August 10, 2015, Page announced on Google's official blog that Google had restructured into a number of subsidiaries of a new holding company known as Alphabet Inc with Page becoming CEO of Alphabet Inc and Sundar Pichai assuming the position of CEO of Google Inc. In his announcement, Page described the planned holding company as follows:",eng,train
Per la Chiesa e per gli uomini. Don Giovanni Rossi (1887-1975) Toschi Massimo Marietti (collana Testi e ricerche di scienze).En lengua italiana.,spa,train
"(B) securing freedom of choice in a marketless, moneyless and stateless ‘scarcity–society’ which has not yet achieved universal autarky (self-sufficiency).",eng,train
Ike Clanton was never the leader of the Cowboys. Old Man Clanton controlled the gang until he was killed in 1881 and leadership of the gang fell to Curly Bill Brocis and Johnny Ringo.,eng,train
"Aunque no se confirmó nada al respecto, este episodio podría tener un pequeño Crossover con la quinta temporada y sexta de Buffy, al presentar a Ángel sufriendo por la muerte de Buffy y creyendo que es un hecho permanente.",spa,train
"En 2007, le salaire moyen d'un joueur de rugby du Top 14 est de 10 300 euros bruts par mois, soit quatre fois moins qu'un joueur de football de Ligue 1. Jonny Wilkinson est le joueur le mieux payé du Top 14 en 2009 avec un salaire annuel de près d'un million d'euros.",fra,train
"Les matchs se déroulent sur le terrain du premier club cité, sauf note contraire. En cas de match nul, les deux équipes sont départagées au nombre de coups de pied de coin obtenus, puis par tirage au sort à la pièce jetée.",fra,train
"En la Vuelta a España, Elissonde se jugaba su renovación con la FDJ y acudía a la cita española como único jefe de filas del equipo. Estuvo en todas las etapas de alta montaña con los mejores siempre entrando entre los veinte primeros y aguantando bien las embestidas de todos los rivales. Además lo intentó con varias fugas en etapas de media montaña como en la 8.º y en la 10.º quedándose cerca de la victoria. En la penúltima etapa por la Sierra de Madrid, Elissonde se metió en la fuga buena del día, compuesta por 40 corredores. Sin embargo, pese a ser por terreno montañoso no pudo obtener un buen resultado, ya que un ataque lejano de Rubén Plaza a más de 100 km para la meta sorprendió a él y a sus compañeros de escapada. Finalmente fue 8.º en la etapa y acabó en una meritoria 16.º plaza en la general siendo el mejor francés tras Romain Sicard. Debido a su buena actuación, la FDJ le premió con la renovación por una temporada más.",spa,train
"December 12, 2008 Audio Interview with WCCW's Mickey Grant regarding World Class, Gary Hart, and ""Gentleman's Choice"" a 2008 Documentary on The Life of Gentleman Chris Adams",eng,train
"Most artificial market proponents reject the traditional socialist adoption of the labour theory of value as they believe it cannot be used as the basis for allocating scarce resources. The reason given is that even if the labour theory of value can give a (partial) indication of availability of resources, it certainly cannot be used as a means to express consumers’ preferences. Thus they feel that the labour theory of value cannot serve as the basis for an allocative system that aims at both meeting needs and, at the same time, securing consumer sovereignty and freedom of choice. Instead, the model proposed here is, in fact, a system of rationing, which is based on the revealed consumers’ preferences on the one hand, and resource availability on the other.",eng,train
"Steve sale con Karen Cairns, el 5 de junio de 2016 se anunció que la pareja le había dado la bienvenida a su primer bebé juntos, Frankie McFadden.[5]​[6]​",spa,train
"In 1968, Marvin Gaye went to New York to record a series of ballads with arranger Bobby Scott, as Gaye continued his attempts to become a successful pop crooner. Sessions ended abruptly, however, when Gaye felt the recordings were too poor for his liking. Disappointed, he stopped pursuing a career as a crooner, while recording pop hits for Motown. In 1977, two years after buying his own studio, and shortly after reworking the live album, Live at the London Palladium, Gaye began to return to finishing up work on his shelved ballads project.",eng,train
"La première diffusion d'une finale du championnat de France à la télévision a eu lieu en 1957. Elle opposait le FC Lourdes au Racing club de France à Lyon. Ce n'était cependant pas la première fois qu'un match de rugby était retransmis à la télévision, car dans les années 1952-1953 la FFR avait passé un accord avec la Radiodiffusion Télévision Française pour la retransmission de matchs en direct dans la région parisienne. Il y avait cependant une condition: la retransmission ne devait pas être annoncée à l'avance afin de ne pas réduire le nombre de spectateurs se rendant au stade. La diffusion des matchs du Tournoi des Cinq Nations a débuté aussi en 1957.",fra,train
"L'histoire du lieu durant les grandes invasions et les époques mérovingienne et carolingienne reste obscure, seuls quelques noms de localités voisines sont cités dans de rares écrits. Il faut attendre le XIIe siècle pour voir apparaître le réseau actuel de villages du pays de France. Le village est cité pour la première fois en 1174 dans un acte relatif à une donation par Matthieu de Roissy, premier seigneur connu, à l'abbaye Saint-Victor de Marseille.",fra,train
"Buzzy Hellring (d. 1971, class of 1970), key developer of Ultimate who was killed in an auto accident his freshman year at Princeton University.",eng,train
"James Sargent described the first successful key-changeable combination lock in 1857. His lock became popular with safe manufacturers and the United States Treasury Department. In 1873, he patented a time lock mechanism, the prototype for those used in contemporary bank vaults.",eng,train
"En 1965, le Préfet accorde l'autorisation à la société d'HLM « Home Atlantique » d'effectuer une acquisition de 12,5 hectares de terrains. En 1967, est présenté le premier projet architectural d'un ensemble d'immeubles, conçu des militants associatifs de l’ANAC qui travaillent sur le cadre de vie et l’aménagement urbain.",fra,train
"Desde la primera mitad de los años 1920 se comienza a manifestar el fenómeno nuevo del turismo religioso. Surgieron las primeras peregrinaciones a Tierra Santa y hacia santuarios Marianos. La compañía intervino con la creación del ente de Peregrinaciones Paulinas con el intento de acercar un mayor número de personas hacia la fe. Otra preocupación de la comunidad de San Pablo en sus orígenes fueron los medios de comunicación social, en 1924 se crearon los primeros periódicos católicos italianos como ""La Fiesta"" y ""El Avvenire de Italia"".",spa,train
"Durante la temporada que transcurrió entre el fin del mandato de Lorin Maazel y el principio del de Riccardo Chailly, la orquesta no tuvo ningún director principal. Entre los directores más célebres que colaboraron con la orquesta durante ese periodo, entre el año 1976 y 1982, estuvieron Erich Leinsdorf, Eugen Jochum, Gerd Albrecht, Gennady Rozhdestvensky y Neville Marriner.",spa,train
"The Columbia High School Cougars compete in the Super Essex Conference, following a reorganization of sports leagues in Northern New Jersey by the New Jersey State Interscholastic Athletic Association (NJSIAA). With 1,456 students in grades 10-12, the school was classified by the NJSIAA for the 2015-16 school year as North II, Group IV for most athletic competition purposes, which included schools with an enrollment of 1,114 to 4,800 students in that grade range. Prior to the NJSIAA's 2010 realignment, the school had competed as part of the Iron Hills Conference, made up of public and private high schools in Essex County and Union County. Prior to 1972, the school competed in New Jersey's Big Ten Conference.",eng,train
"Cuban son originated in eastern Cuba in the late 19th century. The music's defining characteristic was a pulsing or anticipated bass that falls between the downbeat, leading to the creation of many bass instruments including the botija. Other instruments included a marímbula, serrucho, contrabajo and bajo. Other bass instruments were used according to the size of the musical arrangement or timbre of the bass instrument needed. The marímbula, for example, was used mainly for smaller ensembles because it was not easily heard, whereas the bajo, an electrical bass, could be easily projected and heard over many other instruments.",eng,train
"Centre of Vocational Excellence (CoVE) is a status given to departments in further education colleges (and some third party training companies) in England. It is intended as a kind of quality guarantee for vocational teaching, and is awarded by the Learning and Skills Council if the teaching is of good quality and if the department offers a range of courses with progression routes up to Level 3 or beyond in the National Qualifications Framework.",eng,train
"During the 1936–37 season, Wright played 28 times for Aldershot as they finished bottom of the Football League. However, a fee of £2,500 saw him move to Derby County for the following season, where he played 25 times.",eng,train
Notices d'autorité : Fichier d’autorité international virtuel • International Standard Name Identifier • Bibliothèque nationale de France (données) • Système universitaire de documentation • Bibliothèque du Congrès • Gemeinsame Normdatei • Bibliothèque royale des Pays-Bas • Bibliothèque universitaire de Pologne • Bibliothèque nationale de Suède • Bibliothèque nationale d’Australie • WorldCat,fra,train
"After retiring from cricket in 2001, Sohail became chief selector for the national team, his tenure ending in January 2004 when he was replaced by former national team wicketkeeper Wasim Bari. He continues to work as a cricket broadcaster. On 4-Feb-2014 he was again appointed as Chief Selector of the national team for the second time.",eng,train
"Les professions intermédiaires sont très représentées à Roissy-en-France, totalisant 27,2 % des actifs (contre 25,6 % en moyenne régionale et 23,1 % en moyenne nationale). Mais ce sont les employés qui sont les plus présents, avec 42,7 % des habitants de la commune (contre 29,5 % en Île-de-France et 28,8 % en France). Les ouvriers sont estimés quant à eux à 20,5 % des actifs de la commune (16,5 % en région Île-de-France et 25,6 % en France). Les cadres et professions intellectuelles sont en revanche sous-représentés à Roissy-en-France avec un taux de 6,6 % (contre 13,1 % en moyenne en France et 22,8 % en moyenne régionale). Les agriculteurs sont eux tout simplement inexistants, malgré la présence de terres agricoles.",fra,train
"During the 1960 to 1961 season, Coburn co-starred with Ralph Taeger and Joi Lansing in the NBC adventure/drama series, Klondike, set in the Alaskan gold rush town of Skagway.",eng,train
"The final disc in the set covers the period between 1972 and 1975, when reggae was beginning to reach a much wider audience. Other songs by Bob Marley and Peter Tosh recorded with the Wailers appear on this side, such as ""Trenchtown Rock"" and ""Brand New Second Hand"". ""I Can See Clearly Now"" provided a worldwide hit for Johnny Nash in 1972. He also does a rendition of Bob Marley's ""Stir It Up"", included here. Also featured is ""Better Must Come"" by Delroy Wilson and ""The Time Has Come"", by Slim Smith. The set ends with ""Marcus Garvey"", a tribute to the black nationalist, by Burning Spear.",eng,train
"Le rugby se développe particulièrement en Aquitaine sous l'influence des échanges commerciaux avec l'Angleterre friande des vins de Bordeaux, les négociants en vin britanniques formant dans cette région une colonie vinicole et rugbystique. Le rugby s'y diffuse par la suite par l'arrivée d'étudiants et de fonctionnaires de la région parisienne, par l'influence de Philippe Tissié (1852-1935), promoteur du rugby dans l'éducation scolaire de la Ligue girondine d'éducation physique. Son enracinement dans le Sud-Ouest s'explique aussi grâce aux stations climatiques et sportives (Pau, Biarritz) où les aristocrates anglais font des cures hivernales. Les clubs de province sont autorisés à disputer le titre en 1899. Le championnat se joue alors entre le champion de Paris et celui des départements. Le Stade bordelais (SBUC) en profite aussitôt pour remporter son premier titre. En 1901, le SBUC gagne la finale à la régulière sur le score de 3 à 0. Mais l'USFSA annule le résultat et décide que la finale doit être rejouée à Paris, le Stade bordelais ayant en effet fait jouer trois joueurs irrégulièrement. Le SBUC refusant cette décision, le Stade français est déclaré vainqueur.",fra,train
"Bring It On: All or Nothing (Triunfos Robados 3: Todo o Nada en Hispanoamérica y A por todas: De nuevo una vez más en España) es una película estadounidense de 2006, la tercera entrega de la serie de películas de Bring it On que gira en torno a equipos de porristas en diferentes escuelas. Dirigida por Steve Rash, la película fue lanzada directamente a DVD el 8 de agosto de 2006 por Universal Pictures. [1]​",spa,train
"Antonio envió a Cleopatra un esclavo (Aún invirtiendo el orden de los complementos, su función sintáctica sigue siendo evidente gracias al valor distintivo de la preposición)",spa,train
"Cuatro años más tarde, el 24 de octubre de 1997, y ya gobernando el Partido Popular en la Comunidad Valenciana, la comisión de Gobierno del Ayuntamiento de Valencia acuerda encargar la redacción de un Plan de Reforma Interior (P.R.I.) del Conjunto Histórico protegido del Cabanyal-Canyamelar. En la fase de presentación de sugerencias, se presentaron 3.267 firmantes en contra del proyecto de prolongación de la avenida y solo 19 a favor.[7]​ Sin embargo, el Ayuntamiento anunció un año más tarde que elegía la opción de la prolongación acodada y pasaba a denominarlo Plan Especial de Protección y Reforma Interior (PEPRI).",spa,train
"The Agnieszka Osiecka Okularnicy Foundation was founded by her daughter shortly after the poet's death. The Okularnicy Foundation promotes Osiecka’s work, runs the Poet's Archive, organizes the annual singing competition „Let us Remember Agnieszka Osiecka“, manages the Internet archive, and publishes books.",eng,train
"Les grands logements sont très majoritaires : la plupart des habitations possèdent quatre pièces et plus (52,7 %), puis trois pièces (22,3 %), mais seulement 14,2 % possèdent deux pièces et 10,8 % une pièce. Néanmoins les logements de petites surfaces (une pièce) ont augmenté de 108 % depuis 1990,.",fra,train
"The two visit Dorinda (Nichelle Nichols), who runs Gator's stable of prostitutes. Truck and Jerry wait for Gator to visit, and chase him, but Gator escapes. A tip from Truck's friend Duke (Scatman Crothers) allows them to locate Gator again, and kill Gator when he attempts to shoot Truck.",eng,train
"De retour en Amérique en décembre 1867, il choisit de s'établir aux États-Unis plutôt qu'au Québec. Il aurait habité très peu de temps New York, où il aurait été employé comme commis. Ensuite, en 1868 et 1869, il séjourne quelques mois à La Nouvelle-Orléans. Il affirme y avoir exercé le métier de pelleteur de charbon, « mais un grand nombre de sources soutiennent qu’il tâte aussi en ces années du journalisme et que c’est dans cette ville qu’il apprend les rudiments du métier ». Il aurait, selon les sources, été employé à La Renaissance louisianaise ou à L’Abeille, deux publications francophones de la Nouvelle-Orléans.",fra,train
"Takis Fotopoulos, ""Globalisation and the multi-dimensional crisis: The Inclusive Democracy approach"", Theomai journal, No. 4 (2nd semester 2001). Retrieved 4 January 2014.",eng,train
"Le type d'homotopie des groupes des difféomorphismes de 3-variétés est assez bien compris grâce aux travaux d'Ivanov, Hatcher, Gabai (en) et Rubinstein (en) bien que quelques cas restent ouverts, en particulier parmi les 3-variétés sphériques (en), c'est-à-dire dont le groupe fondamental est fini.",fra,train
"Smale conjectura que pour une variété M lisse, orientable, compacte et sans bord, π0Diff+(M) est un groupe simple. Michaël Herman démontra le cas particulier d'un produit de cercles et Thurston le cas général.",fra,train
"Carnahan est élu juge municipal de Rolla en 1960 puis représentant d'État en 1962, pour deux mandats. Après une défaite au Sénat du Missouri, il devient avocat. Il est élu trésorier du Missouri en 1980, puis lieutenant-gouverneur en 1988 et enfin gouverneur en 1992. Il est facilement réélu en 1996. Durant son mandat, il met son véto à une loi restreignant l'avortement, s'oppose au port d'arme cachée et augmente les impôts pour financer les écoles publiques du Missouri.",fra,train
"El Sutton United Football Club es un club de fútbol de Inglaterra ubicado en Sutton, Londres, Actualmente juega en la Conference Premier, quinta división en la pirámide de ascenso. Su Estadio es el Borough Sports Ground.",spa,train
"The Duke pursues the group onto the bridge, setting off mines as he tries to catch up. With Brain navigating through the minefield, Snake manages to avoid most of the explosives, but the cab hits a mine and is blown in half, killing Cabbie. As the group flees on foot, Brain is killed when he steps on another mine. Maggie refuses to leave him, and stands in the middle of the road, shooting at the Duke's car until he runs her down, killing her. Snake and the President reach the perimeter wall and the guards raise the President on a rope. The Duke opens fire on the wall, killing the guards and forcing Snake to dive for cover, but the President shoots the Duke dead. Snake is lifted to safety, and the micro-explosives in his neck are neutralized.",eng,train
"Con la victoria de Júlio de Castilhos y la consecuente pacificación, organizó un nuevo congreso federalista en Porto Alegre. A partir de entonces, prestó más atención a su vida en la estancia Rincón Pereyra, que poseía en Uruguay. Falleció repentinamente, en una habitación de un hotel de Montevideo.",spa,train
"Stick Figure was founded in 2006 as a one-man band by multi-instrumentalist, songwriter, and producer Scott Woodruff. Woodruff, originally from Duxbury, Massachusetts, began playing instruments at the age of 17, and was primarily drawn to reggae . His style of layering tracks to create songs was particularly inspired by Keller Williams who utilized a looping method to create music.",eng,train
"Ibtihaj Muhammad (born 1985, class of 2003), sabre fencer and member of the United States fencing team, best known for being the first Muslim woman to wear a hijab to compete for the U.S. team at the 2016 Summer Olympics.",eng,train
"Le développement du rugby est favorisé en France par Pierre de Coubertin, passionné de rugby et qui souhaite reproduire ce modèle éducatif anglais dans les grands établissements parisiens en guise de rééducation physique et morale des futures élites du pays qui a connu la défaite de 1870.",fra,train
"Byron came through the Academy at Hull City and earned himself a one-year contract in 2006. He spent much of that first year on loan to first Conference North Hinckley United and then League Two Notts County. He did not make any senior appearances for Hull, and was released at the end of the season.",eng,train
"The age distribution of the population (as of 2000) is children and teenagers (0–19 years old) make up 21% of the population, while adults (20–64 years old) make up 61% and seniors (over 64 years old) make up 18%.",eng,train
"Toute la carrière politique de Michel Debré est placée sous le signe de la fidélité au général de Gaulle, qu'il rejoint à Londres en 1943 ; il est véritablement un « compagnon », pour reprendre le terme utilisé jusqu'aux années 1990 pour désigner les membres du parti gaulliste. Il participe à la création du Rassemblement du peuple français (RPF), fait entendre la voix des gaullistes au Conseil de la République entre 1948 et 1958 en tant que président du groupe des Républicains sociaux, et passe l'essentiel de la Quatrième République à demander le rappel du Général aux affaires.",fra,train
"Illinois 72 is called Higgins Road for most of its length in the Chicago area, and has been redirected in parts of the area to accommodate for new features. Near Rosemont, the road has been shifted to make way for O'Hare International Airport — further east, parts of the road have been moved to make room for the Northwest Tollway (Interstate 90). The road serves as a major six-lane thoroughfare for several western suburbs, including Schaumburg, Elk Grove Village, and Hoffman Estates.",eng,train
"Dans le cadre des dispositions de la loi portant nouvelle organisation territoriale de la République (Loi NOTRe) du 7 août 2015, qui prévoit que les établissements publics de coopération intercommunale (EPCI) à fiscalité propre doivent avoir un minimum de 15 000 habitants, le préfet du Pas-de-Calais a publié le 12 octobre 2015 un projet de schéma départemental de coopération intercommunale qui prévoyait diverses fusion d'intercommunalité.",fra,train
"The terms of the armistice called for the immediate demobilization of all Bulgarian military activities. It ordered the evacuation of Bulgarian-occupied Greek and Serbian territories, placed limits and restrictions to the size of Bulgaria's military employment and required Bulgaria to return military equipment that had been taken from the Greek Fourth Army Corps during the Bulgarian occupation of Eastern Macedonia in 1916. German and Austrian-Hungarian troops had to leave Bulgaria within 4 weeks. Bulgaria and especially Sofia were not to be occupied, but the Allies had the right to temporarily occupy some strategic points and to transfer troops over Bulgarian territory.",eng,train
"Los bitardos utilizan una faluche, que es una gorra tradicional de los estudiantes de Francia, con cierto diseño y códigos característicos. El faluche de los dignatarios bitardos está decorado con un chevrón. Junto con esta gorra, los bitardos se ponen una capa cuyo color es indicativo de su rango dentro de la Orden.",spa,train
"Situado en el Camino de Santiago a 4 km de Puente la Reina al este y a 3 km de Cirauqui al oeste. Al norte linda con Artazu y al sur con Mendigorría. En su término se encuentran el río Arga y el río Salado, en el que se sitúa una pequeña central eléctrica.",spa,train
"For decades, the school was supported by tuition payments. But gradually the State began to assume a share of the financial responsibility. In 1820, a law authorized townships to levy a tax to pay the tuition of poor students. By 1828, townships had the power to tax for general school purposes. The State itself began to contribute money in 1830, and in 1846 every township was required to raise as much money each year for schools as the State itself contributed. The last tuition assessment for residents occurred in 1861, and thereafter the Columbia School was entirely supported by public taxation.",eng,train
"Il entre dans l'atelier du peintre Jacques-Louis David. Il a pour condisciples Jean-Germain Drouais, Jean-Baptiste Wicar, François Gérard et Antoine-Jean Gros.",fra,train
"plus largement, le recrutement interne permet, lorsqu'il est régulièrement pratiqué, de motiver les personnes travaillant pour l'entreprise du fait que ceux-ci peuvent envisager des promotions et mutations internes. (faire jouer l'ascenseur social)",fra,train
"Ultimate was invented at Columbia High School in 1968. The ultimate team has won the state championship 11 times in the tournament's 13-year history. The team has won the championship every year since 2001 giving it a 12-year winning streak. The team has attended the Paideia cup tournament in Atlanta, Georgia, a nationally competitive tournament, every year since its inception in 2006, as well as the Amherst Invitational in Massachusetts. The men's team was recognized in town hall meetings and Board of Education meetings after winning the 2008 High school eastern championship. The women's team has won the state championship every year that it has been contested, beginning in 2007. However, the team is not recognized as a sport by the school and does not receive funding by the district.",eng,train
"Parmi les personnages glorieux qui virent le jour à Roissy, l'on compte Aubin Olivier, graveur des Monnaies ; inventeur et conducteur des engins du moulin de la monnaie, en l'Isle du Palais de Paris, mort à Paris en 1581.",fra,train
Skörstorp Church (Swedish: Skörstorps kyrka) is a medieval round church in Västra Götaland County in Sweden. It belongs to the Diocese of Skara.,eng,train
"La mayor presa del Thor fue el barco fábrica ballenero noruego Kosmos. Era el segundo mayor barco en la flota comercial noruega, y navegaba hacia las Indias Orientales con un cargamento de aceite de ballena, cuando el Thor lo detuvo el 24 de septiembre de 1940 cerca del Ecuador. A pesar de la valiosa carga, el comandante alemán mandó hundir el barco, porque no veía ninguna posibilidad de llevar el barco a zona controlada por los alemanes. Además, por haber permanecido inactivo durante largo tiempo durante la temporada de caza de 1939 a 1940, el Kosmos tenía mucha vegetación adherida y daba escasa velocidad. La tripulación fue subida a bordo y posteriormente transferida al Río Grande, que llevó a Francia los 364 prisioneros.",spa,train
Il se situe à environ 9 kilomètres au sud-est de Wołomin (siège de la powiat) et à 25 kilomètres à l'est de Varsovie (capitale de la Pologne).,fra,train
"El concepto hinduísta-budista de chakravartin es una perfecta ilustración del concepto de monarquía universal,[19]​[20]​ la rueda que gira sin que nada la detenga, simbolizando al goberante universal ideal (sarvabhauma) que gobierna ética y benevolentemente sobre el mundo entero.",spa,train
"If, on the other hand, silence had been observed concerning something that essentially changed the state of the case, the concealment or suppression of statements or facts that according to law or usage should be expressed in an application or petition for a rescript is called subreption.",eng,train
"Elle est notamment connue pour le scénario du film Le Nom des gens, inspiré de sa propre vie et pour lequel elle a remporté en 2011 le César du meilleur scénario original lors de la 36e cérémonie des César.",fra,train
"Dictionnaire d'histoire culturelle de la France contemporaine, avec Christian Delporte et Jean-François Sirinelli, PUF, Quadrige dicos poche, Paris, 2010",fra,train
"""A Killing: Closing Hours of the Bill Passing Session of the Legislature: Woman Suffrage and Anti-Pool Room Bills Go Down to Death Together,"" The Minneapolis Tribune, April 18, 1893.",eng,train
"Moyle, P. y J. Cech.: Fishes: An Introduction to Ichthyology, 4a. edición, Upper Saddle River, Nueva Jersey, Estados Unidos: Prentice-Hall. Año 2000.",spa,train
"À Paris, Carlo Boso avec la compagnie « Mystère Bouffe », Luis Jaime-Cortez avec sa compagnie « Théâtre du Hibou », Attilio Maggiulli dans son théâtre « la Comédie italienne », évoluent dans la tradition de la commedia dell’arte. Hélène Bayard a adapté Le Roi cerf d'après Gozzi, et France Kadah-Theys a adapté ""Les Jumeaux de Naples"", d'après le moine comédien Adriani, et rédigé d'autres commedia dell'arte.",fra,train
"Taco Bell est une chaîne de restauration rapide américaine, division du groupe Yum! Brands, Inc. et leader mondial sur le secteur des restaurants à thème Tex-Mex.",fra,train
